Hour,PULocationID,Dayofweek,Demanda
6,144,4,0.28
6,144,5,0.26
6,144,6,0.35
6,151,0,2.7
6,151,1,3.75
6,151,2,3.42
6,151,3,3.29
6,151,4,2.48
6,151,5,1.14
6,151,6,1.25
6,161,0,7.37
6,161,1,7.89
6,161,2,8.34
6,161,3,8.2
6,161,4,6.74
6,161,5,3.09
6,161,6,3.9
6,162,0,12.17
6,162,1,13.44
6,162,2,12.53
6,162,3,12.56
6,162,4,10.22
6,162,5,5.19
6,162,6,4.66
6,163,0,3.93
6,163,1,3.41
6,163,2,3.93
6,163,3,4.47
6,163,4,3.75
6,163,5,2.75
6,163,6,3.38
6,164,0,3.53
6,164,1,3.79
6,164,2,3.68
6,164,3,3.86
6,164,4,3.32
6,164,5,2.29
6,164,6,2.58
6,170,0,6.46
6,170,1,7.74
6,170,2,7.83
6,170,3,7.97
6,170,4,6.39
6,170,5,3.05
6,170,6,2.92
6,211,0,0.15
6,211,1,0.19
6,211,2,0.32
6,211,3,0.23
6,211,4,0.19
6,211,5,0.13
6,211,6,0.16
6,224,0,0.47
6,224,1,0.42
6,224,2,0.52
6,224,3,0.34
6,224,4,0.34
6,224,5,0.34
6,224,6,0.23
6,229,0,4.84
6,229,1,5.72
6,229,2,5.05
6,229,3,5.7
6,229,4,4.15
6,229,5,2.86
6,229,6,2.23
6,233,0,3.32
6,233,1,4.02
6,233,2,4.4
6,233,3,4.23
6,233,4,3.53
6,233,5,1.78
6,233,6,1.73
6,234,0,2.74
6,234,1,2.86
6,234,2,3.42
6,234,3,3.0
6,234,4,2.48
6,234,5,1.11
6,234,6,1.27
6,236,0,11.23
6,236,1,14.31
6,236,2,13.7
6,236,3,13.44
6,236,4,9.25
6,236,5,3.05
6,236,6,2.56
6,237,0,6.61
6,237,1,8.82
6,237,2,8.85
6,237,3,8.49
6,237,4,6.43
6,237,5,2.61
6,237,6,2.39
6,239,0,6.51
6,239,1,7.64
6,239,2,8.6
6,239,3,8.29
6,239,4,6.14
6,239,5,2.73
6,239,6,2.64
6,249,0,2.94
6,249,1,3.41
6,249,2,3.77
6,249,3,3.33
6,249,4,2.58
6,249,5,1.56
6,249,6,1.22
6,263,0,7.36
6,263,1,8.69
6,263,2,8.82
6,263,3,9.23
6,263,4,7.61
6,263,5,3.71
6,263,6,3.33
7,43,0,5.64
7,43,1,7.49
7,43,2,7.41
7,43,3,7.48
7,43,4,5.12
7,43,5,1.99
7,43,6,1.72
7,48,0,15.26
7,48,1,18.57
7,48,2,18.87
7,48,3,18.39
7,48,4,12.84
7,48,5,7.06
7,48,6,6.6
7,68,0,7.68
7,68,1,11.01
7,68,2,10.86
7,68,3,11.03
7,68,4,8.15
7,68,5,4.11
7,68,6,3.11
7,79,0,6.03
7,79,1,6.73
7,79,2,7.56
7,79,3,7.8
7,79,4,6.43
7,79,5,3.38
7,79,6,2.92
7,90,0,6.11
7,90,1,7.28
7,90,2,8.12
7,90,3,7.64
7,90,4,5.89
7,90,5,3.31
7,90,6,3.07
7,107,0,11.85
7,107,1,15.53
7,107,2,16.39
7,107,3,15.85
7,107,4,11.77
7,107,5,4.85
7,107,6,4.36
7,113,0,5.3
7,113,1,6.13
7,113,2,6.61
7,113,3,7.11
7,113,4,4.14
7,113,5,1.39
7,113,6,1.24
7,132,0,37.7
7,132,1,34.23
7,132,2,29.08
7,132,3,30.79
7,132,4,29.93
7,132,5,25.15
7,132,6,24.83
7,137,0,5.79
7,137,1,7.42
7,137,2,7.38
7,137,3,7.65
7,137,4,6.06
7,137,5,4.29
7,137,6,3.37
7,138,0,12.04
7,138,1,12.93
7,138,2,11.19
7,138,3,9.32
7,138,4,7.35
7,138,5,1.93
7,138,6,2.26
7,141,0,16.99
7,141,1,20.22
7,141,2,22.13
7,141,3,21.16
7,141,4,16.68
7,141,5,6.77
7,141,6,4.9
7,142,0,15.04
7,142,1,20.53
7,142,2,18.48
7,142,3,18.74
7,142,4,13.94
7,142,5,5.47
7,142,6,4.55
7,143,0,8.06
7,143,1,11.0
7,143,2,10.55
7,143,3,10.5
7,143,4,7.69
7,143,5,2.18
7,143,6,2.24
7,144,0,0.83
7,144,1,0.93
7,144,2,0.95
7,144,3,1.09
7,144,4,0.74
7,144,5,0.35
7,144,6,0.27
7,151,0,7.09
7,151,1,9.35
7,151,2,9.52
7,151,3,9.27
7,151,4,7.07
7,151,5,2.57
7,151,6,2.88
7,161,0,14.26
7,161,1,17.75
7,161,2,19.09
7,161,3,18.31
7,161,4,12.12
7,161,5,5.05
7,161,6,6.07
7,162,0,21.43
7,162,1,26.33
7,162,2,26.94
7,162,3,25.51
7,162,4,17.33
7,162,5,6.64
7,162,6,6.23
7,163,0,8.39
7,163,1,9.98
7,163,2,11.35
7,163,3,11.65
7,163,4,8.22
7,163,5,4.45
7,163,6,5.38
7,164,0,7.24
7,164,1,9.11
7,164,2,8.85
7,164,3,9.7
7,164,4,6.85
7,164,5,3.33
7,164,6,3.8
7,170,0,14.53
7,170,1,18.39
7,170,2,18.99
7,170,3,18.96
7,170,4,13.76
7,170,5,5.5
7,170,6,4.65
7,211,0,0.36
7,211,1,0.49
7,211,2,0.6
7,211,3,0.72
7,211,4,0.46
7,211,5,0.41
7,211,6,0.24
7,224,0,0.82
7,224,1,1.21
7,224,2,1.26
7,224,3,1.18
7,224,4,0.97
7,224,5,0.39
7,224,6,0.29
7,229,0,11.34
7,229,1,16.02
7,229,2,16.16
7,229,3,15.52
7,229,4,12.1
7,229,5,5.58
7,229,6,4.17
7,233,0,6.63
7,233,1,7.96
7,233,2,8.49
7,233,3,8.28
7,233,4,6.62
7,233,5,3.69
7,233,6,3.93
7,234,0,7.22
7,234,1,9.16
7,234,2,9.69
7,234,3,10.01
7,234,4,7.12
7,234,5,2.84
7,234,6,2.57
7,236,0,34.31
7,236,1,46.11
7,236,2,47.45
7,236,3,43.26
7,236,4,30.25
7,236,5,7.29
7,236,6,6.23
7,237,0,25.84
7,237,1,31.84
7,237,2,33.5
7,237,3,31.42
7,237,4,22.65
7,237,5,6.56
7,237,6,5.86
7,239,0,16.21
7,239,1,21.69
7,239,2,21.28
7,239,3,22.14
7,239,4,15.1
7,239,5,6.42
7,239,6,5.72
7,249,0,6.9
7,249,1,9.1
7,249,2,9.5
7,249,3,8.98
7,249,4,5.96
7,249,5,2.05
7,249,6,1.68
7,263,0,14.26
7,263,1,18.06
7,263,2,18.3
7,263,3,17.71
7,263,4,13.91
7,263,5,6.87
7,263,6,4.9
8,43,0,8.2
8,43,1,10.92
8,43,2,11.87
8,43,3,11.44
8,43,4,8.3
8,43,5,3.91
8,43,6,3.73
8,48,0,15.91
8,48,1,19.76
8,48,2,21.42
8,48,3,20.65
8,48,4,14.93
8,48,5,11.31
8,48,6,10.03
8,68,0,15.19
8,68,1,18.65
8,68,2,19.22
8,68,3,19.05
8,68,4,13.22
8,68,5,7.59
8,68,6,6.46
8,79,0,8.04
8,79,1,11.09
8,79,2,11.77
8,79,3,11.85
8,79,4,8.27
8,79,5,5.01
8,79,6,4.18
8,90,0,8.53
8,90,1,12.57
8,90,2,13.23
8,90,3,12.22
8,90,4,8.72
8,90,5,5.67
8,90,6,4.96
8,107,0,14.71
8,107,1,20.25
8,107,2,21.07
8,107,3,19.46
8,107,4,14.92
8,107,5,8.21
8,107,6,6.43
8,113,0,7.73
8,113,1,10.46
8,113,2,11.21
8,113,3,10.32
8,113,4,6.84
8,113,5,3.23
8,113,6,2.9
8,132,0,31.88
8,132,1,28.46
8,132,2,25.1
8,132,3,28.11
8,132,4,25.52
8,132,5,24.07
8,132,6,22.2
8,137,0,7.38
8,137,1,9.14
8,137,2,9.35
8,137,3,9.18
8,137,4,7.84
8,137,5,4.59
8,137,6,3.06
8,138,0,25.77
8,138,1,28.52
8,138,2,22.95
8,138,3,21.54
8,138,4,17.35
8,138,5,6.3
8,138,6,6.42
8,141,0,20.61
8,141,1,26.39
8,141,2,26.25
8,141,3,24.83
8,141,4,19.61
8,141,5,12.19
8,141,6,7.62
8,142,0,20.95
8,142,1,27.37
8,142,2,27.06
8,142,3,25.86
8,142,4,18.99
8,142,5,10.54
8,142,6,8.99
8,143,0,12.15
8,143,1,15.02
8,143,2,16.08
8,143,3,15.37
8,143,4,11.5
8,143,5,5.41
8,143,6,4.11
8,144,0,1.16
8,144,1,2.3
8,144,2,2.31
8,144,3,2.43
8,144,4,1.38
8,144,5,0.84
8,144,6,0.73
8,151,0,9.52
8,151,1,11.85
8,151,2,11.85
8,151,3,11.18
8,151,4,8.14
8,151,5,4.53
8,151,6,4.09
8,161,0,21.02
8,161,1,26.73
8,161,2,27.17
8,161,3,26.65
8,161,4,17.82
8,161,5,10.35
8,161,6,10.19
8,162,0,27.83
8,162,1,35.24
8,162,2,35.64
8,162,3,34.27
8,162,4,23.59
8,162,5,11.24
8,162,6,9.57
8,163,0,13.79
8,163,1,17.33
8,163,2,18.35
8,163,3,17.59
8,163,4,13.25
8,163,5,9.01
8,163,6,8.28
8,164,0,10.01
8,164,1,13.89
8,164,2,14.94
8,164,3,15.06
8,164,4,10.88
8,164,5,6.19
8,164,6,6.07
8,170,0,21.3
8,170,1,28.98
8,170,2,29.77
8,170,3,27.78
8,170,4,18.87
8,170,5,10.63
8,170,6,8.12
8,211,0,0.7
8,211,1,1.19
8,211,2,1.15
8,211,3,0.96
8,211,4,0.78
8,211,5,0.47
8,211,6,0.37
8,224,0,1.16
8,224,1,1.27
8,224,2,1.5
8,224,3,1.23
8,224,4,1.23
8,224,5,0.75
8,224,6,0.41
8,229,0,17.2
8,229,1,23.35
8,229,2,24.14
8,229,3,23.18
8,229,4,15.51
8,229,5,8.35
8,229,6,6.35
8,233,0,9.4
8,233,1,12.33
8,233,2,12.17
8,233,3,12.46
8,233,4,8.71
8,233,5,5.68
8,233,6,5.03
8,234,0,11.58
8,234,1,15.34
8,234,2,16.9
8,234,3,16.33
8,234,4,10.96
8,234,5,5.71
8,234,6,4.11
8,236,0,44.25
8,236,1,62.2
8,236,2,62.37
8,236,3,58.63
8,236,4,41.16
8,236,5,15.04
8,236,6,11.44
8,237,0,34.93
8,237,1,45.78
8,237,2,47.09
8,237,3,44.93
8,237,4,30.13
8,237,5,12.36
8,237,6,9.22
8,239,0,22.33
8,239,1,30.02
8,239,2,31.08
8,239,3,29.63
8,239,4,22.89
8,239,5,13.43
8,239,6,10.27
8,249,0,10.68
8,249,1,13.59
8,249,2,14.09
8,249,3,13.54
8,249,4,9.09
8,249,5,4.69
8,249,6,3.04
8,263,0,16.8
8,263,1,21.38
8,263,2,20.48
8,263,3,19.88
8,263,4,17.17
8,263,5,10.1
8,263,6,7.56
9,43,0,10.6
9,43,1,12.82
9,43,2,13.39
9,43,3,13.18
9,43,4,10.45
9,43,5,7.86
9,43,6,7.26
9,48,0,17.81
9,48,1,19.18
9,48,2,20.17
9,48,3,20.21
9,48,4,16.09
9,48,5,15.07
9,48,6,14.63
9,68,0,18.38
9,68,1,23.3
9,68,2,21.94
9,68,3,21.82
9,68,4,16.65
9,68,5,13.87
9,68,6,11.16
9,79,0,9.43
9,79,1,12.1
9,79,2,12.35
9,79,3,12.51
9,79,4,9.61
9,79,5,7.78
9,79,6,6.23
9,90,0,10.0
9,90,1,14.61
9,90,2,14.48
9,90,3,14.63
9,90,4,10.21
9,90,5,9.69
9,90,6,7.83
9,107,0,14.82
9,107,1,20.54
9,107,2,22.24
9,107,3,20.07
9,107,4,15.18
9,107,5,12.54
9,107,6,10.07
9,113,0,8.7
9,113,1,11.56
9,113,2,12.17
9,113,3,11.44
9,113,4,8.45
9,113,5,5.72
9,113,6,4.57
9,132,0,27.97
9,132,1,27.83
9,132,2,22.12
9,132,3,24.19
9,132,4,23.88
9,132,5,18.95
9,132,6,22.75
9,137,0,7.47
9,137,1,9.53
9,137,2,10.32
9,137,3,9.83
9,137,4,7.14
9,137,5,4.9
9,137,6,4.66
9,138,0,39.14
9,138,1,42.31
9,138,2,37.21
9,138,3,37.09
9,138,4,32.9
9,138,5,17.37
9,138,6,18.73
9,141,0,20.49
9,141,1,26.0
9,141,2,27.57
9,141,3,25.45
9,141,4,20.0
9,141,5,17.59
9,141,6,13.68
9,142,0,21.57
9,142,1,29.26
9,142,2,27.51
9,142,3,27.17
9,142,4,20.65
9,142,5,17.51
9,142,6,14.63
9,143,0,10.73
9,143,1,14.46
9,143,2,14.58
9,143,3,13.42
9,143,4,11.1
9,143,5,7.91
9,143,6,7.01
9,144,0,1.89
9,144,1,2.35
9,144,2,2.67
9,144,3,2.73
9,144,4,2.05
9,144,5,1.47
9,144,6,1.88
9,151,0,8.16
9,151,1,10.1
9,151,2,9.33
9,151,3,9.14
9,151,4,8.06
9,151,5,6.31
9,151,6,5.91
9,161,0,27.27
9,161,1,34.58
9,161,2,34.74
9,161,3,34.62
9,161,4,25.96
9,161,5,17.16
9,161,6,18.16
9,162,0,31.25
9,162,1,39.48
9,162,2,39.77
9,162,3,37.8
9,162,4,27.12
9,162,5,18.03
9,162,6,15.76
9,163,0,18.49
9,163,1,20.88
9,163,2,22.41
9,163,3,21.47
9,163,4,17.4
9,163,5,14.68
9,163,6,14.19
9,164,0,13.47
9,164,1,17.93
9,164,2,17.62
9,164,3,17.85
9,164,4,13.55
9,164,5,9.89
9,164,6,10.25
9,170,0,25.24
9,170,1,33.5
9,170,2,33.25
9,170,3,31.51
9,170,4,23.15
9,170,5,15.66
9,170,6,13.59
9,211,0,1.07
9,211,1,1.36
9,211,2,1.6
9,211,3,1.37
9,211,4,1.06
9,211,5,0.82
9,211,6,0.89
9,224,0,1.12
9,224,1,1.35
9,224,2,1.39
9,224,3,1.68
9,224,4,1.27
9,224,5,0.99
9,224,6,0.78
9,229,0,17.34
9,229,1,21.85
9,229,2,23.86
9,229,3,22.83
9,229,4,16.78
9,229,5,12.78
9,229,6,10.68
9,233,0,10.18
9,233,1,12.94
9,233,2,13.59
9,233,3,12.41
9,233,4,10.42
9,233,5,8.63
9,233,6,7.77
9,234,0,13.09
9,234,1,18.32
9,234,2,19.48
9,234,3,18.46
9,234,4,12.91
9,234,5,10.05
9,234,6,7.69
9,236,0,44.82
9,236,1,57.96
9,236,2,60.62
9,236,3,56.05
9,236,4,42.29
9,236,5,24.12
9,236,6,20.04
9,237,0,40.62
9,237,1,55.12
9,237,2,55.86
9,237,3,53.58
9,237,4,39.26
9,237,5,22.42
9,237,6,18.57
9,239,0,23.78
9,239,1,29.2
9,239,2,29.55
9,239,3,27.51
9,239,4,24.56
9,239,5,20.22
9,239,6,16.53
9,249,0,8.41
9,249,1,12.77
9,249,2,13.59
9,249,3,13.13
9,249,4,8.47
9,249,5,7.72
9,249,6,5.41
9,263,0,16.87
9,263,1,20.15
9,263,2,21.01
9,263,3,19.65
9,263,4,17.26
9,263,5,15.07
9,263,6,11.75
10,43,0,12.45
10,43,1,15.54
10,43,2,15.32
10,43,3,16.09
10,43,4,12.77
10,43,5,12.15
10,43,6,11.03
10,48,0,16.79
10,48,1,18.38
10,48,2,19.56
10,48,3,19.38
10,48,4,16.15
10,48,5,18.28
10,48,6,18.68
10,68,0,20.19
10,68,1,25.24
10,68,2,25.87
10,68,3,25.81
10,68,4,20.56
10,68,5,17.64
10,68,6,16.79
10,79,0,8.42
10,79,1,9.55
10,79,2,9.95
10,79,3,10.69
10,79,4,8.43
10,79,5,10.75
10,79,6,10.48
10,90,0,10.48
10,90,1,14.27
10,90,2,14.76
10,90,3,13.57
10,90,4,12.23
10,90,5,11.99
10,90,6,10.99
10,107,0,13.87
10,107,1,16.96
10,107,2,18.83
10,107,3,17.91
10,107,4,14.19
10,107,5,15.13
10,107,6,14.03
10,113,0,8.25
10,113,1,11.47
10,113,2,11.24
10,113,3,11.35
10,113,4,8.76
10,113,5,7.6
10,113,6,7.43
10,132,0,27.81
10,132,1,27.82
10,132,2,22.49
10,132,3,25.32
10,132,4,24.27
10,132,5,21.33
10,132,6,28.46
10,137,0,8.08
10,137,1,9.7
10,137,2,10.15
10,137,3,9.68
10,137,4,8.23
10,137,5,5.87
10,137,6,5.31
10,138,0,44.35
10,138,1,45.56
10,138,2,44.39
10,138,3,45.7
10,138,4,40.48
10,138,5,27.01
10,138,6,28.7
10,141,0,20.4
10,141,1,24.12
10,141,2,25.23
10,141,3,24.97
10,141,4,19.72
10,141,5,22.17
10,141,6,18.84
10,142,0,23.41
10,142,1,28.99
10,142,2,28.47
10,142,3,28.37
10,142,4,23.89
10,142,5,22.57
10,142,6,19.3
10,143,0,10.06
10,143,1,14.6
10,143,2,13.19
10,143,3,13.53
10,143,4,11.09
10,143,5,9.68
10,143,6,8.27
10,144,0,2.26
10,144,1,3.17
10,144,2,3.07
10,144,3,3.42
10,144,4,2.88
10,144,5,3.09
10,144,6,2.76
10,151,0,8.36
10,151,1,9.33
10,151,2,9.56
10,151,3,8.78
10,151,4,8.14
10,151,5,8.54
10,151,6,7.97
10,161,0,33.1
10,161,1,41.27
10,161,2,40.93
10,161,3,43.4
10,161,4,32.72
10,161,5,25.44
10,161,6,24.75
10,162,0,29.32
10,162,1,37.48
10,162,2,36.97
10,162,3,36.06
10,162,4,27.6
10,162,5,24.71
10,162,6,23.13
10,163,0,22.37
10,163,1,25.69
10,163,2,26.37
10,163,3,25.98
10,163,4,22.83
10,163,5,19.72
10,163,6,19.39
10,164,0,16.14
10,164,1,19.07
10,164,2,19.99
10,164,3,19.81
10,164,4,15.29
10,164,5,13.66
10,164,6,14.05
10,170,0,26.58
10,170,1,33.71
10,170,2,34.47
10,170,3,33.09
10,170,4,25.23
10,170,5,21.57
10,170,6,20.68
10,211,0,1.12
10,211,1,1.55
10,211,2,1.47
10,211,3,1.86
10,211,4,1.39
10,211,5,1.53
10,211,6,1.18
10,224,0,0.97
10,224,1,1.12
10,224,2,1.26
10,224,3,1.47
10,224,4,1.01
10,224,5,1.03
10,224,6,0.72
10,229,0,16.94
10,229,1,22.27
10,229,2,22.49
10,229,3,22.73
10,229,4,16.39
10,229,5,16.33
10,229,6,14.53
10,233,0,11.32
10,233,1,13.54
10,233,2,13.35
10,233,3,13.2
10,233,4,10.46
10,233,5,11.07
10,233,6,10.92
10,234,0,14.28
10,234,1,19.83
10,234,2,21.26
10,234,3,19.62
10,234,4,15.86
10,234,5,15.07
10,234,6,12.24
10,236,0,44.95
10,236,1,56.41
10,236,2,58.58
10,236,3,56.28
10,236,4,42.19
10,236,5,32.75
10,236,6,28.12
10,237,0,43.52
10,237,1,56.68
10,237,2,58.95
10,237,3,58.28
10,237,4,42.09
10,237,5,34.47
10,237,6,25.46
10,239,0,25.08
10,239,1,29.63
10,239,2,29.94
10,239,3,31.11
10,239,4,26.1
10,239,5,26.18
10,239,6,24.31
10,249,0,8.18
10,249,1,12.2
10,249,2,11.79
10,249,3,12.23
10,249,4,10.07
10,249,5,10.15
10,249,6,8.59
10,263,0,15.85
10,263,1,18.57
10,263,2,19.76
10,263,3,18.97
10,263,4,16.36
10,263,5,18.39
10,263,6,14.7
11,43,0,15.67
11,43,1,19.17
11,43,2,18.87
11,43,3,20.13
11,43,4,16.18
11,43,5,16.31
11,43,6,15.42
11,48,0,16.24
11,48,1,17.39
11,48,2,18.12
11,48,3,19.05
11,48,4,15.86
11,48,5,19.35
11,48,6,18.37
11,68,0,21.59
11,68,1,24.4
11,68,2,26.59
11,68,3,27.37
11,68,4,21.69
11,68,5,25.44
11,68,6,23.93
11,79,0,7.96
11,79,1,9.15
11,79,2,9.41
11,79,3,9.81
11,79,4,9.63
11,79,5,12.88
11,79,6,11.94
11,90,0,11.01
11,90,1,14.17
11,90,2,14.3
11,90,3,14.68
11,90,4,13.06
11,90,5,14.89
11,90,6,13.41
11,107,0,13.56
11,107,1,15.84
11,107,2,18.24
11,107,3,17.69
11,107,4,14.41
11,107,5,17.97
11,107,6,15.22
11,113,0,9.43
11,113,1,11.37
11,113,2,12.89
11,113,3,12.51
11,113,4,9.83
11,113,5,10.51
11,113,6,9.01
11,132,0,30.35
11,132,1,26.74
11,132,2,28.1
11,132,3,27.47
11,132,4,23.88
11,132,5,24.13
11,132,6,27.08
11,137,0,9.26
11,137,1,11.01
11,137,2,10.57
11,137,3,11.17
11,137,4,8.72
11,137,5,7.21
11,137,6,6.85
11,138,0,41.37
11,138,1,44.93
11,138,2,45.51
11,138,3,45.6
11,138,4,40.39
11,138,5,20.13
11,138,6,26.53
11,141,0,21.17
11,141,1,25.84
11,141,2,24.91
11,141,3,25.28
11,141,4,20.25
11,141,5,22.92
11,141,6,20.96
11,142,0,26.02
11,142,1,30.42
11,142,2,30.3
11,142,3,30.68
11,142,4,26.52
11,142,5,28.5
11,142,6,25.29
11,143,0,10.07
11,143,1,11.9
11,143,2,12.07
11,143,3,13.19
11,143,4,10.72
11,143,5,10.43
11,143,6,9.73
11,144,0,3.15
11,144,1,4.08
11,144,2,3.93
11,144,3,3.67
11,144,4,3.7
11,144,5,4.6
11,144,6,4.03
11,151,0,7.21
11,151,1,8.99
11,151,2,9.06
11,151,3,8.86
11,151,4,7.77
11,151,5,7.93
11,151,6,8.23
11,161,0,38.78
11,161,1,48.8
11,161,2,51.55
11,161,3,51.53
11,161,4,40.36
11,161,5,32.13
11,161,6,31.55
11,162,0,31.82
11,162,1,39.26
11,162,2,39.61
11,162,3,38.87
11,162,4,30.61
11,162,5,30.58
11,162,6,27.59
11,163,0,25.17
11,163,1,29.49
11,163,2,29.82
11,163,3,30.19
11,163,4,25.14
11,163,5,22.71
11,163,6,22.13
11,164,0,17.83
11,164,1,21.78
11,164,2,23.59
11,164,3,22.58
11,164,4,18.69
11,164,5,16.39
11,164,6,16.82
11,170,0,27.54
11,170,1,34.76
11,170,2,36.11
11,170,3,35.09
11,170,4,25.07
11,170,5,24.54
11,170,6,23.72
11,211,0,1.62
11,211,1,1.77
11,211,2,2.2
11,211,3,2.22
11,211,4,1.82
11,211,5,2.2
11,211,6,1.92
11,224,0,0.87
11,224,1,1.12
11,224,2,1.02
11,224,3,1.35
11,224,4,0.93
11,224,5,1.08
11,224,6,1.06
11,229,0,16.97
11,229,1,21.9
11,229,2,21.72
11,229,3,21.63
11,229,4,17.25
11,229,5,17.4
11,229,6,16.76
11,233,0,10.79
11,233,1,13.0
11,233,2,14.27
11,233,3,13.57
11,233,4,10.64
11,233,5,11.42
11,233,6,11.78
11,234,0,17.59
11,234,1,24.01
11,234,2,24.75
11,234,3,23.7
11,234,4,18.35
11,234,5,19.94
11,234,6,16.94
11,236,0,46.43
11,236,1,58.72
11,236,2,59.56
11,236,3,56.89
11,236,4,44.69
11,236,5,38.6
11,236,6,32.46
11,237,0,46.58
11,237,1,62.28
11,237,2,62.57
11,237,3,60.97
11,237,4,46.28
11,237,5,38.78
11,237,6,32.22
11,239,0,26.27
11,239,1,29.38
11,239,2,30.79
11,239,3,29.95
11,239,4,25.25
11,239,5,27.37
11,239,6,28.5
11,249,0,7.96
11,249,1,10.61
11,249,2,11.31
11,249,3,10.94
11,249,4,9.32
11,249,5,11.83
11,249,6,11.07
11,263,0,14.99
11,263,1,18.03
11,263,2,18.06
11,263,3,17.79
11,263,4,16.11
11,263,5,19.02
11,263,6,17.58
12,43,0,18.86
12,43,1,23.07
12,43,2,22.16
12,43,3,24.98
12,43,4,20.98
12,43,5,22.67
12,43,6,20.23
12,48,0,15.76
12,48,1,18.5
12,48,2,19.23
12,48,3,18.79
12,48,4,15.0
12,48,5,20.31
12,48,6,19.09
12,68,0,21.07
12,68,1,26.46
12,68,2,27.58
12,68,3,27.91
12,68,4,22.3
12,68,5,27.09
12,68,6,25.91
12,79,0,8.49
12,79,1,9.81
12,79,2,10.92
12,79,3,10.46
12,79,4,10.7
12,79,5,15.39
12,79,6,12.97
12,90,0,11.44
12,90,1,14.45
12,90,2,14.98
12,90,3,15.13
12,90,4,13.1
12,90,5,16.54
12,90,6,13.59
12,107,0,14.05
12,107,1,17.95
12,107,2,19.82
12,107,3,18.12
12,107,4,15.31
12,107,5,19.83
12,107,6,17.29
12,113,0,10.38
12,113,1,12.2
12,113,2,13.57
12,113,3,12.94
12,113,4,10.85
12,113,5,13.23
12,113,6,10.89
12,132,0,37.04
12,132,1,33.28
12,132,2,34.72
12,132,3,32.73
12,132,4,30.62
12,132,5,27.27
12,132,6,36.62
12,137,0,9.5
12,137,1,11.93
12,137,2,11.46
12,137,3,11.45
12,137,4,9.16
12,137,5,8.26
12,137,6,6.75
12,138,0,44.2
12,138,1,44.08
12,138,2,44.49
12,138,3,45.93
12,138,4,40.28
12,138,5,27.17
12,138,6,35.79
12,141,0,21.91
12,141,1,26.87
12,141,2,26.55
12,141,3,26.35
12,141,4,19.88
12,141,5,23.97
12,141,6,23.51
12,142,0,27.39
12,142,1,31.72
12,142,2,33.73
12,142,3,34.52
12,142,4,27.5
12,142,5,29.97
12,142,6,28.68
12,143,0,9.93
12,143,1,12.77
12,143,2,13.39
12,143,3,13.13
12,143,4,10.37
12,143,5,11.04
12,143,6,10.25
12,144,0,4.64
12,144,1,5.21
12,144,2,5.63
12,144,3,5.59
12,144,4,4.78
12,144,5,6.65
12,144,6,5.87
12,151,0,7.96
12,151,1,9.97
12,151,2,10.3
12,151,3,9.34
12,151,4,8.94
12,151,5,9.31
12,151,6,8.9
